user_id,dest_id,action,time
3,14f66152-9e1f-49a6-af54-b5c594fb958f,book,2025-12-02 10:14:29.398744
3,6b93d8e6-ab6a-4a5e-91f8-f42198c06d01,view,2025-12-21 12:00:29.398744
3,9a4f8eec-e269-42bb-96bd-4c0e0a82df57,book,2025-12-06 18:49:29.398744
3,b5e5c850-d1b7-4e4e-a033-6d3ca99ec5f2,book,2025-12-25 11:23:29.398744
3,bbbaa3f2-5a06-4e14-9626-0ec02a43b129,click,2025-12-22 08:34:29.398744
3,184fc244-2725-4a56-894d-bbb80ef207e7,view,2025-12-21 06:40:29.398744
3,472a370a-f213-4bdd-bef7-e00aa2eb2ca4,book,2025-12-27 00:55:29.398744
3,51be0fb4-70bd-42c9-90d2-1f3d18ac005c,click,2025-12-21 12:02:29.398744
3,e3597f71-7e84-47f9-b3f2-567398c8fcdd,click,2025-12-26 09:31:29.398744
3,1d32dfff-864b-4298-8be7-1f9714936244,click,2025-12-20 09:45:29.398744
3,778d28df-a4fa-4328-896e-4a9f80216fda,book,2025-12-18 20:33:29.398744
3,d2351990-8009-44cd-9fdb-e79f1fd913f4,click,2025-12-21 01:08:29.398744
3,7953a021-a4c4-4fbf-b5a8-92467f8280ed,view,2025-12-06 14:05:29.398744
3,c4d01836-2731-498c-afa0-164e08df33be,click,2025-12-08 14:48:29.398744
3,26bd92cc-1bd7-46bc-a132-9c227115194a,book,2025-12-06 03:28:29.398744
3,2f634211-0161-41dc-b871-3d405b1b3975,book,2025-12-10 12:00:29.398744
3,87be4d07-b23b-4477-a76e-a6649b328789,book,2025-12-07 19:16:29.398744
3,b636143f-615e-4232-a3a6-f11bc6ee93df,click,2025-12-28 11:57:29.398744
3,43b173aa-a4f5-4676-9434-bacadf6d49ff,book,2025-12-23 01:17:29.398744
3,8a01ffff-5a20-4ddb-af63-f82c9fa0e277,click,2025-12-31 07:57:29.398744
3,6c222aca-bad0-4114-a0f8-d271510a86a0,book,2025-12-03 22:18:29.398744
3,5eb2414d-ccc4-4665-b86a-f463c43a9c1b,click,2025-12-02 01:11:29.398744
4,7034c2a1-23a7-4da3-97e6-f6b9a7a886dd,book,2025-12-30 18:19:29.398744
4,7c623237-bc71-4ba0-ae74-a64b0201eeba,click,2025-12-22 08:08:29.398744
4,b53ea9ad-2c8b-4467-9764-1edb3b922ea4,click,2025-12-14 22:43:29.398744
4,14f66152-9e1f-49a6-af54-b5c594fb958f,book,2025-12-03 10:22:29.398744
4,6b93d8e6-ab6a-4a5e-91f8-f42198c06d01,click,2025-12-18 15:54:29.398744
4,9a4f8eec-e269-42bb-96bd-4c0e0a82df57,book,2025-12-04 20:29:29.398744
4,b5e5c850-d1b7-4e4e-a033-6d3ca99ec5f2,book,2025-12-10 19:05:29.398744
4,bbbaa3f2-5a06-4e14-9626-0ec02a43b129,book,2025-12-24 05:00:29.398744
4,184fc244-2725-4a56-894d-bbb80ef207e7,click,2025-12-11 12:29:29.398744
4,472a370a-f213-4bdd-bef7-e00aa2eb2ca4,book,2025-12-27 08:49:29.398744
4,51be0fb4-70bd-42c9-90d2-1f3d18ac005c,book,2025-12-23 13:02:29.398744
4,e3597f71-7e84-47f9-b3f2-567398c8fcdd,book,2025-12-23 19:27:29.398744
4,1d32dfff-864b-4298-8be7-1f9714936244,click,2025-12-18 19:11:29.398744
4,778d28df-a4fa-4328-896e-4a9f80216fda,book,2025-12-25 01:49:29.398744
4,d2351990-8009-44cd-9fdb-e79f1fd913f4,click,2025-12-12 01:55:29.398744
4,7953a021-a4c4-4fbf-b5a8-92467f8280ed,click,2025-12-18 07:58:29.398744
4,c4d01836-2731-498c-afa0-164e08df33be,click,2025-12-24 03:58:29.398744
4,26bd92cc-1bd7-46bc-a132-9c227115194a,click,2025-12-18 03:26:29.398744
4,2f634211-0161-41dc-b871-3d405b1b3975,book,2025-12-06 11:54:29.398744
4,87be4d07-b23b-4477-a76e-a6649b328789,book,2025-12-13 08:48:29.398744
4,b636143f-615e-4232-a3a6-f11bc6ee93df,click,2025-12-09 00:32:29.398744
4,43b173aa-a4f5-4676-9434-bacadf6d49ff,view,2025-12-19 01:33:29.398744
4,8a01ffff-5a20-4ddb-af63-f82c9fa0e277,book,2025-12-16 03:07:29.398744
4,6c222aca-bad0-4114-a0f8-d271510a86a0,book,2025-12-31 16:55:29.398744
4,5eb2414d-ccc4-4665-b86a-f463c43a9c1b,click,2025-12-03 23:13:29.398744
5,7034c2a1-23a7-4da3-97e6-f6b9a7a886dd,view,2025-12-26 18:02:29.398744
5,7c623237-bc71-4ba0-ae74-a64b0201eeba,book,2025-12-16 22:09:29.398744
5,b53ea9ad-2c8b-4467-9764-1edb3b922ea4,book,2025-12-25 00:23:29.398744
5,14f66152-9e1f-49a6-af54-b5c594fb958f,book,2025-12-05 17:59:29.398744
5,6b93d8e6-ab6a-4a5e-91f8-f42198c06d01,book,2025-12-18 20:02:29.398744
5,9a4f8eec-e269-42bb-96bd-4c0e0a82df57,click,2025-12-23 21:56:29.398744
5,b5e5c850-d1b7-4e4e-a033-6d3ca99ec5f2,click,2025-12-07 09:44:29.398744
5,bbbaa3f2-5a06-4e14-9626-0ec02a43b129,book,2025-12-02 16:31:29.398744
5,184fc244-2725-4a56-894d-bbb80ef207e7,click,2025-12-14 21:52:29.398744
5,472a370a-f213-4bdd-bef7-e00aa2eb2ca4,click,2025-12-14 09:39:29.398744
5,51be0fb4-70bd-42c9-90d2-1f3d18ac005c,click,2025-12-09 09:15:29.398744
5,e3597f71-7e84-47f9-b3f2-567398c8fcdd,book,2025-12-27 19:06:29.398744
5,1d32dfff-864b-4298-8be7-1f9714936244,book,2025-12-14 07:13:29.398744
5,778d28df-a4fa-4328-896e-4a9f80216fda,view,2025-12-05 13:27:29.398744
5,d2351990-8009-44cd-9fdb-e79f1fd913f4,book,2025-12-30 04:16:29.398744
5,7953a021-a4c4-4fbf-b5a8-92467f8280ed,click,2025-12-28 20:15:29.398744
5,c4d01836-2731-498c-afa0-164e08df33be,book,2025-12-03 18:56:29.398744
5,26bd92cc-1bd7-46bc-a132-9c227115194a,click,2025-12-23 15:25:29.398744
5,2f634211-0161-41dc-b871-3d405b1b3975,click,2025-12-09 08:50:29.398744
5,87be4d07-b23b-4477-a76e-a6649b328789,book,2025-12-30 12:08:29.398744
5,b636143f-615e-4232-a3a6-f11bc6ee93df,click,2025-12-18 02:40:29.398744
5,43b173aa-a4f5-4676-9434-bacadf6d49ff,book,2025-12-16 07:13:29.398744
5,8a01ffff-5a20-4ddb-af63-f82c9fa0e277,book,2025-12-10 05:52:29.398744
5,6c222aca-bad0-4114-a0f8-d271510a86a0,click,2025-12-24 17:14:29.398744
5,5eb2414d-ccc4-4665-b86a-f463c43a9c1b,book,2025-12-12 13:43:29.398744
6,7034c2a1-23a7-4da3-97e6-f6b9a7a886dd,view,2025-12-06 20:12:29.398744
6,7c623237-bc71-4ba0-ae74-a64b0201eeba,view,2025-12-14 14:19:29.398744
6,b53ea9ad-2c8b-4467-9764-1edb3b922ea4,click,2025-12-27 21:53:29.398744
6,14f66152-9e1f-49a6-af54-b5c594fb958f,book,2025-12-15 06:12:29.398744
6,6b93d8e6-ab6a-4a5e-91f8-f42198c06d01,click,2025-12-07 16:07:29.398744
6,9a4f8eec-e269-42bb-96bd-4c0e0a82df57,view,2025-12-12 23:54:29.398744
6,b5e5c850-d1b7-4e4e-a033-6d3ca99ec5f2,book,2025-12-04 04:01:29.398744
6,bbbaa3f2-5a06-4e14-9626-0ec02a43b129,book,2025-12-22 09:53:29.398744
6,184fc244-2725-4a56-894d-bbb80ef207e7,click,2025-12-18 14:18:29.398744
6,472a370a-f213-4bdd-bef7-e00aa2eb2ca4,click,2025-12-16 23:27:29.398744
6,51be0fb4-70bd-42c9-90d2-1f3d18ac005c,click,2025-12-03 09:43:29.398744
6,e3597f71-7e84-47f9-b3f2-567398c8fcdd,click,2025-12-13 19:31:29.398744
6,1d32dfff-864b-4298-8be7-1f9714936244,click,2025-12-13 07:48:29.398744
6,778d28df-a4fa-4328-896e-4a9f80216fda,book,2025-12-27 11:49:29.398744
6,d2351990-8009-44cd-9fdb-e79f1fd913f4,click,2025-12-17 19:54:29.398744
6,7953a021-a4c4-4fbf-b5a8-92467f8280ed,book,2025-12-12 19:08:29.398744
6,c4d01836-2731-498c-afa0-164e08df33be,click,2025-12-26 13:02:29.398744
6,26bd92cc-1bd7-46bc-a132-9c227115194a,book,2025-12-21 02:38:29.398744
6,2f634211-0161-41dc-b871-3d405b1b3975,book,2025-12-01 20:20:29.398744
6,87be4d07-b23b-4477-a76e-a6649b328789,click,2025-12-26 07:01:29.398744
6,b636143f-615e-4232-a3a6-f11bc6ee93df,view,2025-12-28 07:36:29.398744
6,43b173aa-a4f5-4676-9434-bacadf6d49ff,book,2025-12-02 03:32:29.398744
6,8a01ffff-5a20-4ddb-af63-f82c9fa0e277,book,2025-12-18 17:14:29.398744
6,6c222aca-bad0-4114-a0f8-d271510a86a0,book,2025-12-11 04:59:29.398744
6,5eb2414d-ccc4-4665-b86a-f463c43a9c1b,book,2025-12-02 10:00:29.398744
7,7034c2a1-23a7-4da3-97e6-f6b9a7a886dd,book,2025-12-25 03:31:29.398744
7,7c623237-bc71-4ba0-ae74-a64b0201eeba,click,2025-12-02 22:02:29.398744
7,b53ea9ad-2c8b-4467-9764-1edb3b922ea4,book,2025-12-16 13:54:29.398744
7,14f66152-9e1f-49a6-af54-b5c594fb958f,book,2025-12-13 00:53:29.398744
7,6b93d8e6-ab6a-4a5e-91f8-f42198c06d01,click,2025-12-18 19:46:29.398744
7,9a4f8eec-e269-42bb-96bd-4c0e0a82df57,book,2025-12-05 04:24:29.398744
7,b5e5c850-d1b7-4e4e-a033-6d3ca99ec5f2,click,2025-12-30 23:57:29.398744
7,bbbaa3f2-5a06-4e14-9626-0ec02a43b129,click,2025-12-09 20:00:29.398744
7,184fc244-2725-4a56-894d-bbb80ef207e7,view,2025-12-24 00:35:29.398744
7,472a370a-f213-4bdd-bef7-e00aa2eb2ca4,book,2025-12-06 12:07:29.398744
7,51be0fb4-70bd-42c9-90d2-1f3d18ac005c,book,2025-12-09 04:59:29.398744
7,e3597f71-7e84-47f9-b3f2-567398c8fcdd,click,2025-12-06 02:52:29.398744
7,1d32dfff-864b-4298-8be7-1f9714936244,view,2025-12-30 20:03:29.398744
7,778d28df-a4fa-4328-896e-4a9f80216fda,book,2025-12-25 23:50:29.398744
7,d2351990-8009-44cd-9fdb-e79f1fd913f4,book,2025-12-14 11:06:29.398744
7,7953a021-a4c4-4fbf-b5a8-92467f8280ed,book,2025-12-04 02:55:29.398744
7,c4d01836-2731-498c-afa0-164e08df33be,click,2025-12-25 10:45:29.398744
7,26bd92cc-1bd7-46bc-a132-9c227115194a,book,2025-12-14 07:39:29.398744
7,2f634211-0161-41dc-b871-3d405b1b3975,book,2025-12-08 14:28:29.398744
7,87be4d07-b23b-4477-a76e-a6649b328789,book,2025-12-20 08:46:29.398744
7,b636143f-615e-4232-a3a6-f11bc6ee93df,click,2025-12-25 07:43:29.398744
7,43b173aa-a4f5-4676-9434-bacadf6d49ff,click,2025-12-25 02:08:29.398744
7,8a01ffff-5a20-4ddb-af63-f82c9fa0e277,click,2025-12-09 03:16:29.398744
7,6c222aca-bad0-4114-a0f8-d271510a86a0,click,2025-12-16 07:28:29.398744
7,5eb2414d-ccc4-4665-b86a-f463c43a9c1b,click,2025-12-04 03:40:29.398744
8,7034c2a1-23a7-4da3-97e6-f6b9a7a886dd,view,2025-12-10 07:46:29.398744
8,7c623237-bc71-4ba0-ae74-a64b0201eeba,book,2025-12-07 11:31:29.398744
8,b53ea9ad-2c8b-4467-9764-1edb3b922ea4,click,2025-12-13 21:38:29.398744
8,14f66152-9e1f-49a6-af54-b5c594fb958f,book,2025-12-14 12:03:29.398744
8,6b93d8e6-ab6a-4a5e-91f8-f42198c06d01,click,2025-12-27 06:03:29.398744
8,9a4f8eec-e269-42bb-96bd-4c0e0a82df57,click,2025-12-26 07:14:29.398744
8,b5e5c850-d1b7-4e4e-a033-6d3ca99ec5f2,view,2025-12-08 05:17:29.398744
8,bbbaa3f2-5a06-4e14-9626-0ec02a43b129,click,2025-12-15 19:30:29.398744
8,184fc244-2725-4a56-894d-bbb80ef207e7,view,2025-12-22 10:26:29.398744
8,472a370a-f213-4bdd-bef7-e00aa2eb2ca4,book,2025-12-14 17:33:29.398744
8,51be0fb4-70bd-42c9-90d2-1f3d18ac005c,click,2025-12-21 14:44:29.398744
8,e3597f71-7e84-47f9-b3f2-567398c8fcdd,view,2025-12-27 08:21:29.398744
8,1d32dfff-864b-4298-8be7-1f9714936244,click,2025-12-15 21:03:29.398744
8,778d28df-a4fa-4328-896e-4a9f80216fda,view,2025-12-18 17:03:29.398744
8,d2351990-8009-44cd-9fdb-e79f1fd913f4,click,2025-12-13 18:54:29.398744
8,7953a021-a4c4-4fbf-b5a8-92467f8280ed,book,2025-12-06 18:25:29.398744
8,c4d01836-2731-498c-afa0-164e08df33be,click,2025-12-17 09:01:29.398744
8,26bd92cc-1bd7-46bc-a132-9c227115194a,book,2025-12-19 19:29:29.398744
8,2f634211-0161-41dc-b871-3d405b1b3975,view,2025-12-26 13:18:29.398744
8,87be4d07-b23b-4477-a76e-a6649b328789,click,2025-12-22 01:44:29.398744
8,b636143f-615e-4232-a3a6-f11bc6ee93df,view,2025-12-19 13:14:29.398744
8,43b173aa-a4f5-4676-9434-bacadf6d49ff,book,2025-12-06 09:51:29.398744
8,8a01ffff-5a20-4ddb-af63-f82c9fa0e277,book,2025-12-16 15:24:29.398744
8,6c222aca-bad0-4114-a0f8-d271510a86a0,click,2025-12-07 09:37:29.398744
8,5eb2414d-ccc4-4665-b86a-f463c43a9c1b,book,2025-12-03 01:00:29.398744
9,7034c2a1-23a7-4da3-97e6-f6b9a7a886dd,click,2025-12-16 12:05:29.398744
9,7c623237-bc71-4ba0-ae74-a64b0201eeba,click,2025-12-26 21:54:29.398744
9,b53ea9ad-2c8b-4467-9764-1edb3b922ea4,view,2025-12-26 03:25:29.398744
9,14f66152-9e1f-49a6-af54-b5c594fb958f,click,2025-12-18 21:14:29.398744
9,6b93d8e6-ab6a-4a5e-91f8-f42198c06d01,click,2025-12-14 16:49:29.398744
9,9a4f8eec-e269-42bb-96bd-4c0e0a82df57,book,2025-12-03 08:39:29.398744
9,b5e5c850-d1b7-4e4e-a033-6d3ca99ec5f2,book,2025-12-12 23:03:29.398744
9,bbbaa3f2-5a06-4e14-9626-0ec02a43b129,book,2025-12-28 06:20:29.398744
9,184fc244-2725-4a56-894d-bbb80ef207e7,book,2025-12-15 17:08:29.398744
9,472a370a-f213-4bdd-bef7-e00aa2eb2ca4,click,2025-12-21 05:00:29.398744
9,51be0fb4-70bd-42c9-90d2-1f3d18ac005c,book,2025-12-24 09:45:29.398744
9,e3597f71-7e84-47f9-b3f2-567398c8fcdd,book,2025-12-13 13:25:29.398744
9,1d32dfff-864b-4298-8be7-1f9714936244,view,2025-12-30 06:28:29.398744
9,778d28df-a4fa-4328-896e-4a9f80216fda,view,2025-12-13 19:58:29.398744
9,d2351990-8009-44cd-9fdb-e79f1fd913f4,book,2025-12-06 22:56:29.398744
9,7953a021-a4c4-4fbf-b5a8-92467f8280ed,click,2025-12-30 16:25:29.398744
9,c4d01836-2731-498c-afa0-164e08df33be,book,2025-12-18 15:18:29.398744
9,26bd92cc-1bd7-46bc-a132-9c227115194a,book,2025-12-31 09:59:29.398744
9,2f634211-0161-41dc-b871-3d405b1b3975,click,2025-12-01 20:47:29.398744
9,87be4d07-b23b-4477-a76e-a6649b328789,view,2025-12-07 00:20:29.398744
9,b636143f-615e-4232-a3a6-f11bc6ee93df,click,2025-12-23 13:47:29.398744
9,43b173aa-a4f5-4676-9434-bacadf6d49ff,click,2025-12-03 01:12:29.398744
9,8a01ffff-5a20-4ddb-af63-f82c9fa0e277,book,2025-12-09 05:01:29.398744
9,6c222aca-bad0-4114-a0f8-d271510a86a0,book,2025-12-24 02:55:29.398744
9,5eb2414d-ccc4-4665-b86a-f463c43a9c1b,book,2025-12-05 13:40:29.398744
10,7034c2a1-23a7-4da3-97e6-f6b9a7a886dd,book,2025-12-21 13:37:29.398744
10,7c623237-bc71-4ba0-ae74-a64b0201eeba,click,2025-12-14 10:48:29.398744
10,b53ea9ad-2c8b-4467-9764-1edb3b922ea4,view,2025-12-26 01:21:29.398744
10,14f66152-9e1f-49a6-af54-b5c594fb958f,book,2025-12-25 06:34:29.398744
10,6b93d8e6-ab6a-4a5e-91f8-f42198c06d01,view,2025-12-28 21:38:29.398744
10,9a4f8eec-e269-42bb-96bd-4c0e0a82df57,click,2025-12-11 21:06:29.398744
10,b5e5c850-d1b7-4e4e-a033-6d3ca99ec5f2,click,2025-12-21 17:40:29.398744
10,bbbaa3f2-5a06-4e14-9626-0ec02a43b129,click,2025-12-27 07:40:29.398744
10,184fc244-2725-4a56-894d-bbb80ef207e7,book,2025-12-30 15:27:29.398744
10,472a370a-f213-4bdd-bef7-e00aa2eb2ca4,book,2025-12-07 11:10:29.398744
10,51be0fb4-70bd-42c9-90d2-1f3d18ac005c,book,2025-12-30 11:27:29.398744
10,e3597f71-7e84-47f9-b3f2-567398c8fcdd,click,2025-12-16 18:37:29.398744
10,1d32dfff-864b-4298-8be7-1f9714936244,click,2025-12-11 07:31:29.398744
10,778d28df-a4fa-4328-896e-4a9f80216fda,click,2025-12-08 21:38:29.398744
10,d2351990-8009-44cd-9fdb-e79f1fd913f4,book,2025-12-03 14:30:29.398744
10,7953a021-a4c4-4fbf-b5a8-92467f8280ed,click,2025-12-19 23:37:29.398744
10,c4d01836-2731-498c-afa0-164e08df33be,book,2025-12-10 14:44:29.398744
10,26bd92cc-1bd7-46bc-a132-9c227115194a,click,2025-12-17 02:10:29.398744
10,2f634211-0161-41dc-b871-3d405b1b3975,click,2025-12-29 02:48:29.398744
10,87be4d07-b23b-4477-a76e-a6649b328789,click,2025-12-24 13:57:29.398744
10,b636143f-615e-4232-a3a6-f11bc6ee93df,click,2025-12-30 03:31:29.398744
10,43b173aa-a4f5-4676-9434-bacadf6d49ff,click,2025-12-28 15:43:29.398744
10,8a01ffff-5a20-4ddb-af63-f82c9fa0e277,click,2025-12-16 21:57:29.398744
10,6c222aca-bad0-4114-a0f8-d271510a86a0,view,2025-12-06 05:13:29.398744
10,5eb2414d-ccc4-4665-b86a-f463c43a9c1b,view,2025-12-23 22:42:29.398744
11,7034c2a1-23a7-4da3-97e6-f6b9a7a886dd,view,2025-12-12 14:25:29.398744
11,7c623237-bc71-4ba0-ae74-a64b0201eeba,book,2025-12-13 12:00:29.398744
11,b53ea9ad-2c8b-4467-9764-1edb3b922ea4,book,2025-12-09 06:08:29.398744
11,14f66152-9e1f-49a6-af54-b5c594fb958f,view,2025-12-23 14:02:29.398744
11,6b93d8e6-ab6a-4a5e-91f8-f42198c06d01,view,2025-12-26 17:25:29.398744
11,9a4f8eec-e269-42bb-96bd-4c0e0a82df57,book,2025-12-28 21:37:29.398744
11,b5e5c850-d1b7-4e4e-a033-6d3ca99ec5f2,book,2025-12-26 22:19:29.398744
11,bbbaa3f2-5a06-4e14-9626-0ec02a43b129,view,2025-12-02 18:03:29.398744
11,184fc244-2725-4a56-894d-bbb80ef207e7,click,2025-12-06 23:49:29.398744
11,472a370a-f213-4bdd-bef7-e00aa2eb2ca4,book,2025-12-19 16:28:29.398744
11,51be0fb4-70bd-42c9-90d2-1f3d18ac005c,book,2025-12-12 19:30:29.398744
11,e3597f71-7e84-47f9-b3f2-567398c8fcdd,view,2025-12-10 22:23:29.398744
11,1d32dfff-864b-4298-8be7-1f9714936244,book,2025-12-31 04:30:29.398744
11,778d28df-a4fa-4328-896e-4a9f80216fda,click,2025-12-10 03:25:29.398744
11,d2351990-8009-44cd-9fdb-e79f1fd913f4,book,2025-12-14 01:31:29.398744
11,7953a021-a4c4-4fbf-b5a8-92467f8280ed,book,2025-12-22 06:29:29.398744
11,c4d01836-2731-498c-afa0-164e08df33be,book,2025-12-02 07:29:29.398744
11,26bd92cc-1bd7-46bc-a132-9c227115194a,click,2025-12-20 01:20:29.398744
11,2f634211-0161-41dc-b871-3d405b1b3975,click,2025-12-04 06:45:29.398744
11,87be4d07-b23b-4477-a76e-a6649b328789,book,2025-12-13 22:09:29.398744
11,b636143f-615e-4232-a3a6-f11bc6ee93df,view,2025-12-06 22:23:29.398744
11,43b173aa-a4f5-4676-9434-bacadf6d49ff,click,2025-12-05 03:35:29.398744
11,8a01ffff-5a20-4ddb-af63-f82c9fa0e277,book,2025-12-18 14:37:29.398744
11,6c222aca-bad0-4114-a0f8-d271510a86a0,book,2025-12-02 07:03:29.398744
11,5eb2414d-ccc4-4665-b86a-f463c43a9c1b,click,2025-12-28 19:11:29.398744
12,7034c2a1-23a7-4da3-97e6-f6b9a7a886dd,view,2025-12-07 16:14:29.398744
12,7c623237-bc71-4ba0-ae74-a64b0201eeba,click,2025-12-11 20:25:29.398744
12,b53ea9ad-2c8b-4467-9764-1edb3b922ea4,book,2025-12-06 08:42:29.398744
12,14f66152-9e1f-49a6-af54-b5c594fb958f,book,2025-12-22 02:52:29.398744
12,6b93d8e6-ab6a-4a5e-91f8-f42198c06d01,click,2025-12-30 21:29:29.398744
12,9a4f8eec-e269-42bb-96bd-4c0e0a82df57,view,2025-12-07 04:18:29.398744
12,b5e5c850-d1b7-4e4e-a033-6d3ca99ec5f2,click,2025-12-20 06:42:29.398744
12,bbbaa3f2-5a06-4e14-9626-0ec02a43b129,view,2025-12-20 05:42:29.398744
12,184fc244-2725-4a56-894d-bbb80ef207e7,click,2025-12-13 17:08:29.398744
12,472a370a-f213-4bdd-bef7-e00aa2eb2ca4,click,2025-12-07 09:07:29.398744
12,51be0fb4-70bd-42c9-90d2-1f3d18ac005c,view,2025-12-07 12:03:29.398744
12,e3597f71-7e84-47f9-b3f2-567398c8fcdd,view,2025-12-24 15:28:29.398744
12,1d32dfff-864b-4298-8be7-1f9714936244,book,2025-12-22 14:50:29.398744
12,778d28df-a4fa-4328-896e-4a9f80216fda,click,2025-12-24 09:05:29.398744
12,d2351990-8009-44cd-9fdb-e79f1fd913f4,book,2025-12-13 20:59:29.398744
12,7953a021-a4c4-4fbf-b5a8-92467f8280ed,view,2025-12-16 04:58:29.398744
12,c4d01836-2731-498c-afa0-164e08df33be,click,2025-12-04 02:12:29.398744
12,26bd92cc-1bd7-46bc-a132-9c227115194a,click,2025-12-20 19:12:29.398744
12,2f634211-0161-41dc-b871-3d405b1b3975,click,2025-12-16 15:24:29.398744
12,87be4d07-b23b-4477-a76e-a6649b328789,view,2025-12-15 05:56:29.398744
