user_id,dest_id,action,time,label,age,budget_enc_x,attr_culture,attr_adventure,attr_nature,attr_beaches,attr_nightlife,attr_cuisine,attr_wellness,ctx_urban,ctx_seclusion,home_country_enc,budget_enc_y,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,country_enc
1,6c222aca-bad0-4114-a0f8-d271510a86a0,click,2025-12-26 10:57:29.398744,1,37,2,2,3,3,1,2,4,1,2,4,83,2,3,4,5,2,2,3,3,3,4,159
1,5eb2414d-ccc4-4665-b86a-f463c43a9c1b,book,2025-12-28 07:46:29.398744,2,37,2,2,3,3,1,2,4,1,2,4,83,2,4,3,3,2,3,4,3,4,2,158
2,7034c2a1-23a7-4da3-97e6-f6b9a7a886dd,view,2025-12-30 01:06:29.398744,0,59,1,3,4,3,1,2,5,4,4,3,153,1,4,3,5,1,1,3,4,1,5,40
2,7c623237-bc71-4ba0-ae74-a64b0201eeba,click,2025-12-02 11:56:29.398744,1,59,1,3,4,3,1,2,5,4,4,3,153,2,4,3,3,4,4,4,3,4,2,38
2,b53ea9ad-2c8b-4467-9764-1edb3b922ea4,book,2025-12-04 23:43:29.398744,2,59,1,3,4,3,1,2,5,4,4,3,153,1,5,2,3,1,3,4,3,3,3,156
2,14f66152-9e1f-49a6-af54-b5c594fb958f,click,2025-12-11 05:44:29.398744,1,59,1,3,4,3,1,2,5,4,4,3,153,2,5,2,3,1,2,4,2,2,3,47
2,6b93d8e6-ab6a-4a5e-91f8-f42198c06d01,view,2025-12-16 08:29:29.398744,0,59,1,3,4,3,1,2,5,4,4,3,153,2,5,3,2,2,5,5,3,5,1,19
2,9a4f8eec-e269-42bb-96bd-4c0e0a82df57,click,2025-12-10 12:14:29.398744,1,59,1,3,4,3,1,2,5,4,4,3,153,2,4,2,3,1,4,4,3,5,2,53
2,b5e5c850-d1b7-4e4e-a033-6d3ca99ec5f2,book,2025-12-21 06:05:29.398744,2,59,1,3,4,3,1,2,5,4,4,3,153,2,4,2,3,3,3,4,3,4,3,36
2,bbbaa3f2-5a06-4e14-9626-0ec02a43b129,click,2025-12-02 18:32:29.398744,1,59,1,3,4,3,1,2,5,4,4,3,153,2,4,3,3,2,4,4,3,5,2,53
2,184fc244-2725-4a56-894d-bbb80ef207e7,click,2025-12-12 18:21:29.398744,1,59,1,3,4,3,1,2,5,4,4,3,153,2,4,3,3,4,4,5,3,4,2,148
2,472a370a-f213-4bdd-bef7-e00aa2eb2ca4,book,2025-12-08 22:35:29.398744,2,59,1,3,4,3,1,2,5,4,4,3,153,2,4,3,3,2,4,4,3,4,2,6
2,51be0fb4-70bd-42c9-90d2-1f3d18ac005c,book,2025-12-24 09:02:29.398744,2,59,1,3,4,3,1,2,5,4,4,3,153,2,3,4,4,5,4,4,3,2,3,19
2,e3597f71-7e84-47f9-b3f2-567398c8fcdd,click,2025-12-30 18:54:29.398744,1,59,1,3,4,3,1,2,5,4,4,3,153,2,3,4,5,4,2,3,3,2,4,1
2,1d32dfff-864b-4298-8be7-1f9714936244,view,2025-12-04 23:43:29.398744,0,59,1,3,4,3,1,2,5,4,4,3,153,3,5,3,3,2,5,5,3,5,2,60
2,778d28df-a4fa-4328-896e-4a9f80216fda,view,2025-12-06 08:43:29.398744,0,59,1,3,4,3,1,2,5,4,4,3,153,2,3,5,5,1,2,3,3,2,4,18
2,d2351990-8009-44cd-9fdb-e79f1fd913f4,book,2025-12-17 11:34:29.398744,2,59,1,3,4,3,1,2,5,4,4,3,153,1,4,2,3,3,3,4,2,4,2,40
2,7953a021-a4c4-4fbf-b5a8-92467f8280ed,click,2025-12-23 21:32:29.398744,1,59,1,3,4,3,1,2,5,4,4,3,153,1,3,3,4,3,2,3,2,2,4,21
2,c4d01836-2731-498c-afa0-164e08df33be,book,2025-12-27 12:07:29.398744,2,59,1,3,4,3,1,2,5,4,4,3,153,2,3,4,3,2,4,3,3,4,2,159
2,26bd92cc-1bd7-46bc-a132-9c227115194a,book,2025-12-17 23:46:29.398744,2,59,1,3,4,3,1,2,5,4,4,3,153,3,3,4,5,2,2,3,2,2,5,56
2,2f634211-0161-41dc-b871-3d405b1b3975,click,2025-12-24 17:28:29.398744,1,59,1,3,4,3,1,2,5,4,4,3,153,2,5,3,3,3,4,5,3,4,2,113
2,87be4d07-b23b-4477-a76e-a6649b328789,click,2025-12-30 20:16:29.398744,1,59,1,3,4,3,1,2,5,4,4,3,153,2,4,3,3,4,4,4,3,4,2,136
2,b636143f-615e-4232-a3a6-f11bc6ee93df,book,2025-12-17 15:12:29.398744,2,59,1,3,4,3,1,2,5,4,4,3,153,2,5,3,5,2,2,4,3,3,4,113
2,43b173aa-a4f5-4676-9434-bacadf6d49ff,click,2025-12-07 17:15:29.398744,1,59,1,3,4,3,1,2,5,4,4,3,153,2,4,3,3,3,4,5,3,4,3,113
2,8a01ffff-5a20-4ddb-af63-f82c9fa0e277,book,2025-12-19 13:52:29.398744,2,59,1,3,4,3,1,2,5,4,4,3,153,2,5,3,3,2,4,5,3,5,2,24
2,6c222aca-bad0-4114-a0f8-d271510a86a0,click,2025-12-12 07:12:29.398744,1,59,1,3,4,3,1,2,5,4,4,3,153,2,3,4,5,2,2,3,3,3,4,159
2,5eb2414d-ccc4-4665-b86a-f463c43a9c1b,click,2025-12-16 06:09:29.398744,1,59,1,3,4,3,1,2,5,4,4,3,153,2,4,3,3,2,3,4,3,4,2,158
3,7034c2a1-23a7-4da3-97e6-f6b9a7a886dd,click,2025-12-06 23:29:29.398744,1,31,2,3,4,2,1,3,2,2,2,2,152,1,4,3,5,1,1,3,4,1,5,40
3,7c623237-bc71-4ba0-ae74-a64b0201eeba,book,2025-12-02 16:00:29.398744,2,31,2,3,4,2,1,3,2,2,2,2,152,2,4,3,3,4,4,4,3,4,2,38
3,b53ea9ad-2c8b-4467-9764-1edb3b922ea4,book,2025-12-14 15:39:29.398744,2,31,2,3,4,2,1,3,2,2,2,2,152,1,5,2,3,1,3,4,3,3,3,156
3,14f66152-9e1f-49a6-af54-b5c594fb958f,book,2025-12-02 10:14:29.398744,2,31,2,3,4,2,1,3,2,2,2,2,152,2,5,2,3,1,2,4,2,2,3,47
3,6b93d8e6-ab6a-4a5e-91f8-f42198c06d01,view,2025-12-21 12:00:29.398744,0,31,2,3,4,2,1,3,2,2,2,2,152,2,5,3,2,2,5,5,3,5,1,19
3,9a4f8eec-e269-42bb-96bd-4c0e0a82df57,book,2025-12-06 18:49:29.398744,2,31,2,3,4,2,1,3,2,2,2,2,152,2,4,2,3,1,4,4,3,5,2,53
3,b5e5c850-d1b7-4e4e-a033-6d3ca99ec5f2,book,2025-12-25 11:23:29.398744,2,31,2,3,4,2,1,3,2,2,2,2,152,2,4,2,3,3,3,4,3,4,3,36
3,bbbaa3f2-5a06-4e14-9626-0ec02a43b129,click,2025-12-22 08:34:29.398744,1,31,2,3,4,2,1,3,2,2,2,2,152,2,4,3,3,2,4,4,3,5,2,53
3,184fc244-2725-4a56-894d-bbb80ef207e7,view,2025-12-21 06:40:29.398744,0,31,2,3,4,2,1,3,2,2,2,2,152,2,4,3,3,4,4,5,3,4,2,148
3,472a370a-f213-4bdd-bef7-e00aa2eb2ca4,book,2025-12-27 00:55:29.398744,2,31,2,3,4,2,1,3,2,2,2,2,152,2,4,3,3,2,4,4,3,4,2,6
3,51be0fb4-70bd-42c9-90d2-1f3d18ac005c,click,2025-12-21 12:02:29.398744,1,31,2,3,4,2,1,3,2,2,2,2,152,2,3,4,4,5,4,4,3,2,3,19
3,e3597f71-7e84-47f9-b3f2-567398c8fcdd,click,2025-12-26 09:31:29.398744,1,31,2,3,4,2,1,3,2,2,2,2,152,2,3,4,5,4,2,3,3,2,4,1
3,1d32dfff-864b-4298-8be7-1f9714936244,click,2025-12-20 09:45:29.398744,1,31,2,3,4,2,1,3,2,2,2,2,152,3,5,3,3,2,5,5,3,5,2,60
3,778d28df-a4fa-4328-896e-4a9f80216fda,book,2025-12-18 20:33:29.398744,2,31,2,3,4,2,1,3,2,2,2,2,152,2,3,5,5,1,2,3,3,2,4,18
3,d2351990-8009-44cd-9fdb-e79f1fd913f4,click,2025-12-21 01:08:29.398744,1,31,2,3,4,2,1,3,2,2,2,2,152,1,4,2,3,3,3,4,2,4,2,40
3,7953a021-a4c4-4fbf-b5a8-92467f8280ed,view,2025-12-06 14:05:29.398744,0,31,2,3,4,2,1,3,2,2,2,2,152,1,3,3,4,3,2,3,2,2,4,21
3,c4d01836-2731-498c-afa0-164e08df33be,click,2025-12-08 14:48:29.398744,1,31,2,3,4,2,1,3,2,2,2,2,152,2,3,4,3,2,4,3,3,4,2,159
3,26bd92cc-1bd7-46bc-a132-9c227115194a,book,2025-12-06 03:28:29.398744,2,31,2,3,4,2,1,3,2,2,2,2,152,3,3,4,5,2,2,3,2,2,5,56
3,2f634211-0161-41dc-b871-3d405b1b3975,book,2025-12-10 12:00:29.398744,2,31,2,3,4,2,1,3,2,2,2,2,152,2,5,3,3,3,4,5,3,4,2,113
3,87be4d07-b23b-4477-a76e-a6649b328789,book,2025-12-07 19:16:29.398744,2,31,2,3,4,2,1,3,2,2,2,2,152,2,4,3,3,4,4,4,3,4,2,136
3,b636143f-615e-4232-a3a6-f11bc6ee93df,click,2025-12-28 11:57:29.398744,1,31,2,3,4,2,1,3,2,2,2,2,152,2,5,3,5,2,2,4,3,3,4,113
3,43b173aa-a4f5-4676-9434-bacadf6d49ff,book,2025-12-23 01:17:29.398744,2,31,2,3,4,2,1,3,2,2,2,2,152,2,4,3,3,3,4,5,3,4,3,113
3,8a01ffff-5a20-4ddb-af63-f82c9fa0e277,click,2025-12-31 07:57:29.398744,1,31,2,3,4,2,1,3,2,2,2,2,152,2,5,3,3,2,4,5,3,5,2,24
3,6c222aca-bad0-4114-a0f8-d271510a86a0,book,2025-12-03 22:18:29.398744,2,31,2,3,4,2,1,3,2,2,2,2,152,2,3,4,5,2,2,3,3,3,4,159
3,5eb2414d-ccc4-4665-b86a-f463c43a9c1b,click,2025-12-02 01:11:29.398744,1,31,2,3,4,2,1,3,2,2,2,2,152,2,4,3,3,2,3,4,3,4,2,158
4,7034c2a1-23a7-4da3-97e6-f6b9a7a886dd,book,2025-12-30 18:19:29.398744,2,29,2,1,3,3,2,3,3,3,2,1,21,1,4,3,5,1,1,3,4,1,5,40
4,7c623237-bc71-4ba0-ae74-a64b0201eeba,click,2025-12-22 08:08:29.398744,1,29,2,1,3,3,2,3,3,3,2,1,21,2,4,3,3,4,4,4,3,4,2,38
4,b53ea9ad-2c8b-4467-9764-1edb3b922ea4,click,2025-12-14 22:43:29.398744,1,29,2,1,3,3,2,3,3,3,2,1,21,1,5,2,3,1,3,4,3,3,3,156
4,14f66152-9e1f-49a6-af54-b5c594fb958f,book,2025-12-03 10:22:29.398744,2,29,2,1,3,3,2,3,3,3,2,1,21,2,5,2,3,1,2,4,2,2,3,47
4,6b93d8e6-ab6a-4a5e-91f8-f42198c06d01,click,2025-12-18 15:54:29.398744,1,29,2,1,3,3,2,3,3,3,2,1,21,2,5,3,2,2,5,5,3,5,1,19
4,9a4f8eec-e269-42bb-96bd-4c0e0a82df57,book,2025-12-04 20:29:29.398744,2,29,2,1,3,3,2,3,3,3,2,1,21,2,4,2,3,1,4,4,3,5,2,53
4,b5e5c850-d1b7-4e4e-a033-6d3ca99ec5f2,book,2025-12-10 19:05:29.398744,2,29,2,1,3,3,2,3,3,3,2,1,21,2,4,2,3,3,3,4,3,4,3,36
4,bbbaa3f2-5a06-4e14-9626-0ec02a43b129,book,2025-12-24 05:00:29.398744,2,29,2,1,3,3,2,3,3,3,2,1,21,2,4,3,3,2,4,4,3,5,2,53
4,184fc244-2725-4a56-894d-bbb80ef207e7,click,2025-12-11 12:29:29.398744,1,29,2,1,3,3,2,3,3,3,2,1,21,2,4,3,3,4,4,5,3,4,2,148
4,472a370a-f213-4bdd-bef7-e00aa2eb2ca4,book,2025-12-27 08:49:29.398744,2,29,2,1,3,3,2,3,3,3,2,1,21,2,4,3,3,2,4,4,3,4,2,6
4,51be0fb4-70bd-42c9-90d2-1f3d18ac005c,book,2025-12-23 13:02:29.398744,2,29,2,1,3,3,2,3,3,3,2,1,21,2,3,4,4,5,4,4,3,2,3,19
4,e3597f71-7e84-47f9-b3f2-567398c8fcdd,book,2025-12-23 19:27:29.398744,2,29,2,1,3,3,2,3,3,3,2,1,21,2,3,4,5,4,2,3,3,2,4,1
4,1d32dfff-864b-4298-8be7-1f9714936244,click,2025-12-18 19:11:29.398744,1,29,2,1,3,3,2,3,3,3,2,1,21,3,5,3,3,2,5,5,3,5,2,60
4,778d28df-a4fa-4328-896e-4a9f80216fda,book,2025-12-25 01:49:29.398744,2,29,2,1,3,3,2,3,3,3,2,1,21,2,3,5,5,1,2,3,3,2,4,18
4,d2351990-8009-44cd-9fdb-e79f1fd913f4,click,2025-12-12 01:55:29.398744,1,29,2,1,3,3,2,3,3,3,2,1,21,1,4,2,3,3,3,4,2,4,2,40
4,7953a021-a4c4-4fbf-b5a8-92467f8280ed,click,2025-12-18 07:58:29.398744,1,29,2,1,3,3,2,3,3,3,2,1,21,1,3,3,4,3,2,3,2,2,4,21
4,c4d01836-2731-498c-afa0-164e08df33be,click,2025-12-24 03:58:29.398744,1,29,2,1,3,3,2,3,3,3,2,1,21,2,3,4,3,2,4,3,3,4,2,159
4,26bd92cc-1bd7-46bc-a132-9c227115194a,click,2025-12-18 03:26:29.398744,1,29,2,1,3,3,2,3,3,3,2,1,21,3,3,4,5,2,2,3,2,2,5,56
4,2f634211-0161-41dc-b871-3d405b1b3975,book,2025-12-06 11:54:29.398744,2,29,2,1,3,3,2,3,3,3,2,1,21,2,5,3,3,3,4,5,3,4,2,113
4,87be4d07-b23b-4477-a76e-a6649b328789,book,2025-12-13 08:48:29.398744,2,29,2,1,3,3,2,3,3,3,2,1,21,2,4,3,3,4,4,4,3,4,2,136
4,b636143f-615e-4232-a3a6-f11bc6ee93df,click,2025-12-09 00:32:29.398744,1,29,2,1,3,3,2,3,3,3,2,1,21,2,5,3,5,2,2,4,3,3,4,113
4,43b173aa-a4f5-4676-9434-bacadf6d49ff,view,2025-12-19 01:33:29.398744,0,29,2,1,3,3,2,3,3,3,2,1,21,2,4,3,3,3,4,5,3,4,3,113
4,8a01ffff-5a20-4ddb-af63-f82c9fa0e277,book,2025-12-16 03:07:29.398744,2,29,2,1,3,3,2,3,3,3,2,1,21,2,5,3,3,2,4,5,3,5,2,24
4,6c222aca-bad0-4114-a0f8-d271510a86a0,book,2025-12-31 16:55:29.398744,2,29,2,1,3,3,2,3,3,3,2,1,21,2,3,4,5,2,2,3,3,3,4,159
4,5eb2414d-ccc4-4665-b86a-f463c43a9c1b,click,2025-12-03 23:13:29.398744,1,29,2,1,3,3,2,3,3,3,2,1,21,2,4,3,3,2,3,4,3,4,2,158
5,7034c2a1-23a7-4da3-97e6-f6b9a7a886dd,view,2025-12-26 18:02:29.398744,0,21,3,3,3,2,2,3,4,1,3,2,61,1,4,3,5,1,1,3,4,1,5,40
5,7c623237-bc71-4ba0-ae74-a64b0201eeba,book,2025-12-16 22:09:29.398744,2,21,3,3,3,2,2,3,4,1,3,2,61,2,4,3,3,4,4,4,3,4,2,38
5,b53ea9ad-2c8b-4467-9764-1edb3b922ea4,book,2025-12-25 00:23:29.398744,2,21,3,3,3,2,2,3,4,1,3,2,61,1,5,2,3,1,3,4,3,3,3,156
5,14f66152-9e1f-49a6-af54-b5c594fb958f,book,2025-12-05 17:59:29.398744,2,21,3,3,3,2,2,3,4,1,3,2,61,2,5,2,3,1,2,4,2,2,3,47
5,6b93d8e6-ab6a-4a5e-91f8-f42198c06d01,book,2025-12-18 20:02:29.398744,2,21,3,3,3,2,2,3,4,1,3,2,61,2,5,3,2,2,5,5,3,5,1,19
5,9a4f8eec-e269-42bb-96bd-4c0e0a82df57,click,2025-12-23 21:56:29.398744,1,21,3,3,3,2,2,3,4,1,3,2,61,2,4,2,3,1,4,4,3,5,2,53
5,b5e5c850-d1b7-4e4e-a033-6d3ca99ec5f2,click,2025-12-07 09:44:29.398744,1,21,3,3,3,2,2,3,4,1,3,2,61,2,4,2,3,3,3,4,3,4,3,36
5,bbbaa3f2-5a06-4e14-9626-0ec02a43b129,book,2025-12-02 16:31:29.398744,2,21,3,3,3,2,2,3,4,1,3,2,61,2,4,3,3,2,4,4,3,5,2,53
5,184fc244-2725-4a56-894d-bbb80ef207e7,click,2025-12-14 21:52:29.398744,1,21,3,3,3,2,2,3,4,1,3,2,61,2,4,3,3,4,4,5,3,4,2,148
5,472a370a-f213-4bdd-bef7-e00aa2eb2ca4,click,2025-12-14 09:39:29.398744,1,21,3,3,3,2,2,3,4,1,3,2,61,2,4,3,3,2,4,4,3,4,2,6
5,51be0fb4-70bd-42c9-90d2-1f3d18ac005c,click,2025-12-09 09:15:29.398744,1,21,3,3,3,2,2,3,4,1,3,2,61,2,3,4,4,5,4,4,3,2,3,19
5,e3597f71-7e84-47f9-b3f2-567398c8fcdd,book,2025-12-27 19:06:29.398744,2,21,3,3,3,2,2,3,4,1,3,2,61,2,3,4,5,4,2,3,3,2,4,1
5,1d32dfff-864b-4298-8be7-1f9714936244,book,2025-12-14 07:13:29.398744,2,21,3,3,3,2,2,3,4,1,3,2,61,3,5,3,3,2,5,5,3,5,2,60
5,778d28df-a4fa-4328-896e-4a9f80216fda,view,2025-12-05 13:27:29.398744,0,21,3,3,3,2,2,3,4,1,3,2,61,2,3,5,5,1,2,3,3,2,4,18
5,d2351990-8009-44cd-9fdb-e79f1fd913f4,book,2025-12-30 04:16:29.398744,2,21,3,3,3,2,2,3,4,1,3,2,61,1,4,2,3,3,3,4,2,4,2,40
5,7953a021-a4c4-4fbf-b5a8-92467f8280ed,click,2025-12-28 20:15:29.398744,1,21,3,3,3,2,2,3,4,1,3,2,61,1,3,3,4,3,2,3,2,2,4,21
5,c4d01836-2731-498c-afa0-164e08df33be,book,2025-12-03 18:56:29.398744,2,21,3,3,3,2,2,3,4,1,3,2,61,2,3,4,3,2,4,3,3,4,2,159
5,26bd92cc-1bd7-46bc-a132-9c227115194a,click,2025-12-23 15:25:29.398744,1,21,3,3,3,2,2,3,4,1,3,2,61,3,3,4,5,2,2,3,2,2,5,56
5,2f634211-0161-41dc-b871-3d405b1b3975,click,2025-12-09 08:50:29.398744,1,21,3,3,3,2,2,3,4,1,3,2,61,2,5,3,3,3,4,5,3,4,2,113
5,87be4d07-b23b-4477-a76e-a6649b328789,book,2025-12-30 12:08:29.398744,2,21,3,3,3,2,2,3,4,1,3,2,61,2,4,3,3,4,4,4,3,4,2,136
5,b636143f-615e-4232-a3a6-f11bc6ee93df,click,2025-12-18 02:40:29.398744,1,21,3,3,3,2,2,3,4,1,3,2,61,2,5,3,5,2,2,4,3,3,4,113
5,43b173aa-a4f5-4676-9434-bacadf6d49ff,book,2025-12-16 07:13:29.398744,2,21,3,3,3,2,2,3,4,1,3,2,61,2,4,3,3,3,4,5,3,4,3,113
5,8a01ffff-5a20-4ddb-af63-f82c9fa0e277,book,2025-12-10 05:52:29.398744,2,21,3,3,3,2,2,3,4,1,3,2,61,2,5,3,3,2,4,5,3,5,2,24
5,6c222aca-bad0-4114-a0f8-d271510a86a0,click,2025-12-24 17:14:29.398744,1,21,3,3,3,2,2,3,4,1,3,2,61,2,3,4,5,2,2,3,3,3,4,159
5,5eb2414d-ccc4-4665-b86a-f463c43a9c1b,book,2025-12-12 13:43:29.398744,2,21,3,3,3,2,2,3,4,1,3,2,61,2,4,3,3,2,3,4,3,4,2,158
6,7034c2a1-23a7-4da3-97e6-f6b9a7a886dd,view,2025-12-06 20:12:29.398744,0,24,2,2,4,3,4,4,4,3,3,2,80,1,4,3,5,1,1,3,4,1,5,40
6,7c623237-bc71-4ba0-ae74-a64b0201eeba,view,2025-12-14 14:19:29.398744,0,24,2,2,4,3,4,4,4,3,3,2,80,2,4,3,3,4,4,4,3,4,2,38
6,b53ea9ad-2c8b-4467-9764-1edb3b922ea4,click,2025-12-27 21:53:29.398744,1,24,2,2,4,3,4,4,4,3,3,2,80,1,5,2,3,1,3,4,3,3,3,156
6,14f66152-9e1f-49a6-af54-b5c594fb958f,book,2025-12-15 06:12:29.398744,2,24,2,2,4,3,4,4,4,3,3,2,80,2,5,2,3,1,2,4,2,2,3,47
6,6b93d8e6-ab6a-4a5e-91f8-f42198c06d01,click,2025-12-07 16:07:29.398744,1,24,2,2,4,3,4,4,4,3,3,2,80,2,5,3,2,2,5,5,3,5,1,19
6,9a4f8eec-e269-42bb-96bd-4c0e0a82df57,view,2025-12-12 23:54:29.398744,0,24,2,2,4,3,4,4,4,3,3,2,80,2,4,2,3,1,4,4,3,5,2,53
6,b5e5c850-d1b7-4e4e-a033-6d3ca99ec5f2,book,2025-12-04 04:01:29.398744,2,24,2,2,4,3,4,4,4,3,3,2,80,2,4,2,3,3,3,4,3,4,3,36
6,bbbaa3f2-5a06-4e14-9626-0ec02a43b129,book,2025-12-22 09:53:29.398744,2,24,2,2,4,3,4,4,4,3,3,2,80,2,4,3,3,2,4,4,3,5,2,53
6,184fc244-2725-4a56-894d-bbb80ef207e7,click,2025-12-18 14:18:29.398744,1,24,2,2,4,3,4,4,4,3,3,2,80,2,4,3,3,4,4,5,3,4,2,148
6,472a370a-f213-4bdd-bef7-e00aa2eb2ca4,click,2025-12-16 23:27:29.398744,1,24,2,2,4,3,4,4,4,3,3,2,80,2,4,3,3,2,4,4,3,4,2,6
6,51be0fb4-70bd-42c9-90d2-1f3d18ac005c,click,2025-12-03 09:43:29.398744,1,24,2,2,4,3,4,4,4,3,3,2,80,2,3,4,4,5,4,4,3,2,3,19
6,e3597f71-7e84-47f9-b3f2-567398c8fcdd,click,2025-12-13 19:31:29.398744,1,24,2,2,4,3,4,4,4,3,3,2,80,2,3,4,5,4,2,3,3,2,4,1
6,1d32dfff-864b-4298-8be7-1f9714936244,click,2025-12-13 07:48:29.398744,1,24,2,2,4,3,4,4,4,3,3,2,80,3,5,3,3,2,5,5,3,5,2,60
6,778d28df-a4fa-4328-896e-4a9f80216fda,book,2025-12-27 11:49:29.398744,2,24,2,2,4,3,4,4,4,3,3,2,80,2,3,5,5,1,2,3,3,2,4,18
6,d2351990-8009-44cd-9fdb-e79f1fd913f4,click,2025-12-17 19:54:29.398744,1,24,2,2,4,3,4,4,4,3,3,2,80,1,4,2,3,3,3,4,2,4,2,40
6,7953a021-a4c4-4fbf-b5a8-92467f8280ed,book,2025-12-12 19:08:29.398744,2,24,2,2,4,3,4,4,4,3,3,2,80,1,3,3,4,3,2,3,2,2,4,21
6,c4d01836-2731-498c-afa0-164e08df33be,click,2025-12-26 13:02:29.398744,1,24,2,2,4,3,4,4,4,3,3,2,80,2,3,4,3,2,4,3,3,4,2,159
6,26bd92cc-1bd7-46bc-a132-9c227115194a,book,2025-12-21 02:38:29.398744,2,24,2,2,4,3,4,4,4,3,3,2,80,3,3,4,5,2,2,3,2,2,5,56
